,Course,Thing,Explanation,Date,Important,Index
162,MA1521,Riemann Sum,"Definition
><MA ∑ƒ(c)(size of interval) MA>",03/09/2021,,154.0
163,MA1521,Riemann Integral,"Definition
> Classic integration",03/09/2021,,155.0
164,GESS1019,North South Line,"Features
> Inspired by the /Concept_Plan__1971_
> Ring structure of the transport network",06/09/2021,,156.0
165,GESS1019,Circle Line,"Features
> Inspired by the /Concept_Plan__1991_
> Inner ring structure of the transport network",06/09/2021,,157.0
166,GESS1019,Scope Of Involvements,"Topics
?> Policy_Framework
?> Land_Use_Plan
?> Land_Development_Plan
?> Program_Of_Involvement",06/09/2021,,158.0
167,GESS1019,Policy Framework,"Features
> 40-50 years
> Government-level policies to guide the way",06/09/2021,,159.0
168,GESS1019,Land Use Plan,"Features
> 10-20 years
> URA plans for land usage and zoning
> Guidance system for development projects",06/09/2021,,160.0
169,GESS1019,Land Development Plan,"Features
> 5-10 years
> The plan goes to the agencies actually building the buildings: HDB, SMRT, NParks, BCA
> Establish specific regulations and legislation for development projects",06/09/2021,,161.0
170,GESS1019,Program Of Involvement,"Features
> 1-5 years
> Lowest scope of involvements
> Goes down to the individual vendors and people",06/09/2021,,162.0
171,GESS1019,Concept Plan Phase 1,"Features
> Land use requirements (DD & SS)
> Residential, Commercial, Industrial, Education, Community, Healthcare, Religious, Arts
> Population projection for long-term planning, periodic population census, can plan for distribution of space in the future
> Influenced by policy and market trends",06/09/2021,,163.0
172,GESS1019,Concept Plan Phase 2,"Features
> Strategies and physical structure plan
> 1971 Monocentric (EWL/NSL)
> 1991 Polycentric (CCL)
> 2001 Global Business Center (TEL)
> 2011 Growth Nodes (Regional Development)",06/09/2021,,164.0
173,GESS1019,Concept Plan Phase 3,"Features
> Traffic modeling and refinement
> Different structures will give different traffic flow",06/09/2021,,165.0
174,GESS1019,Singapore Economic Transformations,"Features
?> Singapore_1960_Economy
?> Singapore_1970_Economy
?> Singapore_1980_Economy
?> Singapore_1990_Economy
?> Singapore_Today_Economy",06/09/2021,,166.0
175,GESS1019,Singapore 1960 Economy,"Features
> Largely labor-intensive

Examples
> Garments & Textiles",06/09/2021,,167.0
176,GESS1019,Singapore 1970 Economy,"Features
> Largely skills-intensive

Examples
> Computer parts & Oil refinery",06/09/2021,,168.0
177,GESS1019,Singapore 1980 Economy,"Features
> Largely capital-intensive

Examples
> International service corporations",06/09/2021,,169.0
178,GESS1019,Singapore 1990 Economy,"Features
> Largely technology-intensive

Examples
> STEM",06/09/2021,,170.0
179,GESS1019,Singapore Today Economy,"Features
> Largely knowledge-intensive

Examples
> Innovation",06/09/2021,,171.0
180,MA2001,Linear Combination,"Process
> Can be derived from the augmented matrix and elimination",06/09/2021,,172.0
181,MA2001,Span Equality,"Proof
> Augmented matrix with A on the left and each spanning vector of B
> Conduct GEJ
> If consistent throughout, then B ⊆ A
> Repeat for the other way",06/09/2021,,173.0
182,CS1231S,Set Difference Law,"Definition
><MA A\B = A ∩ B⁻ MA>",06/09/2021,,174.0
183,CS1231S,Roster Notation,"Definition
><MA {1,2,3} MA>",06/09/2021,,175.0
184,CS1231S,Set Builder Notation,"Definition
><MA {x∈R|x>0} MA>",06/09/2021,,176.0
185,GESS1019,Group Project,"Topics
?> Group_Project_Considerations
?> Group_Project_Timeline",07/09/2021,,177.0
186,GESS1019,Group Project Considerations,"Features
> Central problem
> Causes of the problem
> Have they already been addressed/are effective?
> Recommended policies to address the problem
> How will it impact different stakeholders",07/09/2021,,178.0
187,GESS1019,Group Project Timeline,"Timeline
> Sep 28: Short ungraded presentation about the problem statement
> Oct 1: One page proposal with brief description, importance, plan to somplete the project and submit in Student Submissions/Group Project/Proposal/Tutorial > > Group 3;
> Oct 11: Instructor meets each team individually to discuss the project, topics are flexible;
> Oct 25: Final presentation (11+3 mins)
> Nov 19: Softcopy of final report;
> Nov 23: Peer evaluations",07/09/2021,,179.0
188,CS1101S,Source Append Iterative,"Code <JV
append_iterative(x, y, λ)
JV>

Usage
> Append to list iteratively

Examples <JV
return is_null(x) 
  ? λ(y) 
  : append_iterative(tail(x), y, k => λ(pair(head(x), k))
JV>",08/09/2021,Important,180.0
189,CS1101S,Source Map,"Code <JV
map(λ, list)
JV>

Usage
> Maps a λ function throughout a list or tree",08/09/2021,,181.0
190,CS1101S,Source Accumulate,"Code
<JV
 accumulate(λ, initial, list)
JV>
Usage
> The λ function in accumulate takes 2 arguments, where x is the first value, and y is the remaining values

Examples <JV
accumulate((x, y) => x + y, 0, list)
ƒ(last_elem, initial), ƒ(second_last, ƒ(last_elem, initial))
JV>",08/09/2021,Important,182.0
191,CS1101S,Source Filter,"Code <JV
 filter(λ, list)
JV>

Usage
> Filters a list based on a λ function that should return a boolean",08/09/2021,,183.0
192,CS1231S,Power Set,"Definition
> The set of all subsets

Properties
><MA ℘(∅) = {∅} MA>
><MA |℘(A)| = 2^|A| MA>",08/09/2021,,184.0
193,CS1101S,Source Accumulate Tree,"Code <JV
function accumulate_tree(f1, f2, initial, tree) {
    if (is_null(tree)) {
        return initial;
    } else {
        const head_acc = is_list(head(tree))
            ? accumulate_tree(f1, f2, initial, head(tree))
            : f1(head(tree));
        
        const rest_acc = accumulate_tree(f1, f2, initial, tail(tree));
        return f2(head_acc, rest_acc);
    }
}
JV>

Usage
> Accumulates terms in tree using accumulating function f2",09/09/2021,,185.0
194,CS1231S,Equivalence,"Topics
?> Relation
?> Equivalence_Class
?> Partition__Equivalence_
?> Quotient__Equivalence_
?> Partial_Order
?> Total_Order
?> Linearization
?> Well_Ordering_Principle
?> Hasse_Diagram",09/09/2021,,186.0
195,CS1231S,Relation,"Definition
><MA (x,y) ∈ R → x R y MA>
> Relation from A to B is a subset of A×B;
> Relations are symmetric (reversible), reflexive (with itself), transitive (chain)

Types
?> Equivalence_Relation
?> Congruence_Mod_Relation
?> Antisymmetric_Relation
?> Binary_Relation",09/09/2021,,187.0
196,MA2001,Spanning Egg,"Definition
><MA S ⊆ Span(S) ⊆ R MA>",10/09/2021,,188.0
197,CS1231S,Equivalence Class,"Definition
><MA [x]~ MA>
><MA ∀z ∈ [x] (x~z) MA>
> Set containing all elements that are ~-related to x",10/09/2021,,189.0
198,CS1231S,Partition (Equivalence),"Definition
> 𝒞 is a set of which all elements are nonempty subsets of A
> Every element of A is in exactly one element of 𝒞
> Elements of a partition are the components of the partition
> x ∼𝒞 y ⟺ x is in the same component of 𝒞 as y

Proof
::Show every x ∈ A is in at least one S ∈ 𝒞
> Let S ∈ 𝒞
> Prove x ∈ S
> x ∈ S ∈ 𝒞

::Show every x ∈ A is in at most one S ∈ 𝒞
> Let x ∈ S₁ and x ∈ S₂
> Prove S₁ ⊆ S₂
> Prove S₂ ⊆ S₁
> S₁ = S₂",10/09/2021,,190.0
199,GESS1019,Concept Plan (2001),"Features
> Quality of life enhancement
> Knowledge-based economy
> Managing impact of IT
> ""Towards a thriving world-class city""
> Dynamic economy, distinctive identity & delightful recreational place
> Develop CBD
> Impact-based industrial zoning system (B1 non-pollutive vs B2 pollutive with 50m buffer)
> Bring more B1 jobs closer to home
> White zone to permit multiple uses
> Public consultation via internet and focus groups to balance scarce land and retain identity
> Plan for 5.5 million ppl",13/09/2021,,191.0
200,GESS1019,Concept Plan (2011),"Features
> 2013 Population white paper encouraging immigration
> Integrate greenery with living environment
> Enhance transport connectivity
> Sustain vibrant economy
> Park connectors
> 85% household to live within 400m of a park
> 80% household to live within 10min from train station
> Decentralise central jobs to Jurong Lake, Woodlands, Tampines",13/09/2021,,192.0
201,GESS1019,MND Land Use Plan (2030),"Features
> Ministry of National Development propose land use to combat aging population",13/09/2021,,193.0
202,CS1231S,Division Theorem,"Definition
><MA ∀n ∈ ℤ and d ∈ ℤ⁺, ∃q,r ∈ ℤ such that n = dq + r, 0 ≤ r < d MA>",13/09/2021,Important,194.0
203,CS1101S,Searching,"Topics
?> Binary_Search
?> Binary_Tree",15/09/2021,,
204,CS1101S,Binary Search,"Definition
> Keep checking the middle value whether it is bigger or smaller than the value you want (tyres)",15/09/2021,,195.0
205,CS1101S,Binary Tree,"Definition
> Nodes have maximum two nodes, and all entries in the left branch are smaller than the entry",15/09/2021,,196.0
206,CS1101S,Source Insertion Sort,"Code <JV
insert(x, xs) {
  return is_null(xs) 
    ? list(x) 
    : x <= head(xs) 
    ? pair(x,xs) 
    : pair(head(xs, insert(x, tail(xs)));
}

insertion_sort(xs) {
  return is_null(xs) 
    ? xs 
    : insert(head(xs), insertion_sort(tail(xs);
}
JV>

Usage
> The second parameter of xs assumes that xs is already sorted, so you pass in insertion_sort() as its parameter",15/09/2021,Important,197.0
207,CS1101S,Source Selection Sort,"Code <JV
selection_sort(xs) {if(is_null(xs)) {return xs;} else {const x = smallest(xs); return pair(x, selection_sort(remove(x,xs)));}}
JV>

Usage
> Finds the smallest element of the list and removes it",15/09/2021,Important,198.0
208,CS1101S,Source Merge Sort,"Code <JV
merge(xs, ys) {if(is_null(xs)) {return ys} else if (is_null(ys)) {return xs;} else const x = head(xs); const y = head(ys); return (x < y) ? pair(x, merge(tail(xs, ys)) : pair(y, merge(xs, tail(ys)));}}

merge_sort(xs) {if(is_null(xs) || is_null(tail(xs))) {return xs;} else {const mid = middle(length(xs)); return merge(merge_sort(take(xs, mid)), merge_sort(drop(xs, mid)));}}
JV>

Usage
> Splits the list in ½ every time, and merge the sorted lists together, by going through the heads of both lists and taking the minimum each time",15/09/2021,Important,199.0
209,MA2001,Linear Independence,"Definition
> 0 vector makes any space linearly dependent, as you can add non-zero zero vector to any vector to return itself
> Number of vectors in space > dimension, then linearly dependent
> ∑cu = 0 only has the trivial solution ⟹ vectors are linearly independent",15/09/2021,,200.0
210,CS1231S,Quotient (Equivalence),"Definition
><MA A/~ = {[x]~: x ∈ A}; MA>
> Quotients are the underlying set, when partitioned based on an equivalence relation",16/09/2021,Important,201.0
211,CS1231S,Equivalence Relation,"Definition
> The same-component /Relation with respect to a partition is an equivalence relation
> Reflexive, symmetric, transitive

Proof
::Show that a relation is an equivalence relation
> Prove reflexive, symmetric, transitive",16/09/2021,,202.0
212,CS1231S,Congruence Mod Relation,"Definition
> ℤ/~n or ℤₙ means integers partitioned based on their congruence-mod n
><MA [x] = {nk + x: k ∈ ℤ} MA>
> Can use [x]+[y] = [x+y] and [x]×[y] = [x×y], when [x], [y] ∈ ℤₙ (can check whether well-defined or not)",16/09/2021,Important,203.0
213,CS1231S,Codomain,"Definition
> Codomain is the range of the function",16/09/2021,,204.0
214,CS1231S,Partial Order,"Definition
> Relation that is reflexive, antisymmetric and transitive
> All pairs x and y are connected by either 1 or 0 arrows
> Represented using squinting icon",16/09/2021,,205.0
215,CS1231S,Antisymmetric Relation,"Definition
> For x and y, there can be either 1 arrow or 0 arrows

Proof
::Show antisymmetric
> x₁ R x₂ ⋀ x₂ R x₁ ⟹ x₁ = x₂ ",16/09/2021,,206.0
216,CS1231S,Total Order,"Definition
> A way to arrange all the elements in a set

Properties
> All pairs x and y are connected by exactly 1 arrow

Types
?> Strict Total Order",16/09/2021,Important,207.0
217,CS1231S,Strict Total Order,"Properties
> Irreflexive",16/09/2021,,208.0
218,MA2001,Zero Space,"Definition
> Zero space is linearly dependent, and has empty set as basis

Properties
> Matrix :- can be obtained by applying RREF to the augmented matrix Ax = 0
> Row Space :- orthogonal to /Row_Space
> Transpose :- nullspace of AᵀA = nullspace of A",16/09/2021,,209.0
219,CS1231S,Hasse Diagram,"Definition
> Just an arrow diagram, with smallest at the bottom and largest at the top

Topics
?> Minimal_Element
?> Maximal_Element
?> Smallest_Element
?> Largest_Element",17/09/2021,,210.0
220,CS1231S,Minimal Element,"Definition
> No x ∈ A is directly below it (bottom of food chain)",17/09/2021,,211.0
221,CS1231S,Maximal Element,"Definition
> No x ∈ A is directly above it (top of food chain)",17/09/2021,,212.0
222,CS1231S,Smallest Element,"Definition
> All x ∈ A is above it (is eventually eaten by everything)",17/09/2021,,213.0
223,CS1231S,Largest Element,"Definition
> All x ∈ A is below it (it eventually eats everything)",17/09/2021,,214.0
224,CS1231S,Linearization,"Definition
> A way to draw all the items in one line
> Keep choosing the prey until you are left with the apex
> Represented by squinting asterisk",17/09/2021,,215.0
225,GESS1019,Master Plan (1999),"Features
> Proposals have to be made available for public inspection & comments
> If no objections, then it will be made official",27/09/2021,,216.0
226,GESS1019,Development Control,"Topics
?> Planning_Act
?> Development_Control_Framework
?> Special_Control_Area
?> Government_Land_Sales
?> Development_Guide_Plan
?> Heritage_Area
?> LKY_World_City_Prize

Usage
> Ensure compliance of public health and safety
> Provide amenities
> Control externalities

Features
> Planning permission outside conservation area
> Conservation permission inside conservation area
> Subdivision permission in all subdivisions",27/09/2021,,217.0
227,GESS1019,Planning Act,"Features
> Deals with development control (implementation of physical planning rules)
> Ensure compliance & stuff
> Control externalities
> Adequate provision of public goods
> Proper functioning of the environment
> Developments outside a conservation area must have ""planning permission""
> Developments within conservation area must have ""conservation permission""
> All subdivisions must have ""subdivision permission""",27/09/2021,,218.0
228,GESS1019,Development Control Framework,"Features
> Written permission is valid for 2 years
> Provisional permission is valid for 6 months (still have developmental issues, or needs preliminary work)
> Consider land use, plot ratio, building height, building setback (gap between main building and pavement), building coverage",27/09/2021,,219.0
229,CS1101S,Source Permutation,"Code <JV
function permutations(xs) {
    if (is_null(xs)) {
        return list(null);
    } else {
        const f = x => map(y => pair(x, y), permutations(remove(x, xs)));
        return accumulate(append, null, map(f, xs));
    }
}
JV>

Usage
> Outputs all permutations of a list",27/09/2021,,220.0
230,CS1231S,Well Ordering Principle,"Definition
> Every nonempty finite subset of N has a smallest element",30/09/2021,Important,221.0
231,GESS1019,Special Control Area,"Features
> Areas subject to security requirements to confirm upon submission of proposal",01/10/2021,,222.0
232,GESS1019,Government Land Sales,"Features
> Used to implement Concept Plan and Master Plan
> MND/URA announces programme twice a year
> Sites for different land uses
> SLA is the representative for owning the land
> JTC for industrial development
> Done mainly by public tender
?> Development Charge

Usage
> URA development control evaluates and grants approval for projects if they are in line with guidelines and strategies
> URA announces program twice a year
> Sites for different categories of buildings",04/10/2021,Important,223.0
233,MA2001,Dimension,"Definition
> Number of vectors in basis for solution space
> Number of parameters in general solution
> Number of non-pivot columns in REF",01/10/2021,,224.0
234,MA2001,Transition Matrix,"Definition
> Basis S to basis T, means you express each S as a linear combination of each T
> P = ([u₁]t [u₂]t ... [uₙ]t)

Properties
> Row form :- (v)s
> Column form :- [v]s
> P[w]s = [w]t
> Inverse :- P⁻¹ is for basis T to basis S

Process <MA
::Find Transition Matrix
> Set up augmented matrix (v₁ v₂ v₃ |u₁|u₂|u₃)
> Do GJE to get (I | [u₁]t | [u₂]t | [u₃]t)
> u₁ = av₁ + bv₂ + cv₃ ⟹ [u₁]t = (a b c)
MA>

Types
?> Orthogonal_Transition_Matrix
?> Orthonormal_Transition_Matrix",01/10/2021,,225.0
235,MA2001,Augmented Matrix,"Properties
> Row equivalence :- Two augmented matrices are row equivalent if one can be obtained by a series of ERO",01/10/2021,,226.0
236,MA2001,Row Echelon Form,"Properties
> If there are any rows that consist entirely of zeros,
then they are grouped together at the bottom of
the matrix
> In any two successive non-zero rows,
the first nonzero number in the lower row
occurs farther to the right than
the first nonzero number in the higher row
An augmented matrix is in RREF if it:
> The leading entry of every nonzero row is 1
> In each pivot column, except the pivot point,
all other entries are zeros",01/10/2021,,227.0
237,MA2001,Linear System,"Properties
> One solution if #variables = #nonzero rows in REF
> Infinite solutions if there is a non-pivot column in REF other than the last column

Process
::Find general solution
> Set arbitrary parameters λ, μ to variables that only appear once in the REF-ed linear systems",02/10/2021,,228.0
